INPUT:imageURL	OUTPUT:result1	OUTPUT:result2	OUTPUT:result3	OUTPUT:result4	OUTPUT:result5	GOLDEN:result1	GOLDEN:result2	GOLDEN:result3	GOLDEN:result4	GOLDEN:result5	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	0a2GpkF628	0A3A280Y8H	0a4Ovs789	Oa4UXrMzN	Oa4z1M65Zr	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc0f552bd048516db715	5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc0f552bd048516db715	000205242d--62a5dbbade37523b97d736e0	98d49b7e019d60b2cf58334a9ba8feff	APPROVED	2022-06-12T12:29:03.287
																			
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	0B2GPKF628	0A3A28OY8H	UA4OVS8789	0a4UX7rMZN	0A4Z1M65Zr	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc11598d17774f1e972e	5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc11598d17774f1e972e	000205242d--62a5dbbade37523b97d736e0	846a39cae3b2bb53664d51286c7ed830	APPROVED	2022-06-12T12:29:05.839
																			
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	S	T	I	O	N	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc12276629520ed8ee58	5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc12276629520ed8ee58	000205242d--62a5dbbade37523b97d736e0	b2639cb8b79bfa62ba0c7036e6f98ed8	APPROVED	2022-06-12T12:29:06.172
																			
https://drive.google.com/uc?export=view&id=1neaBYvjTBKg2WHJB1sS7a-BLTyl4xxDp{EOF}https://drive.google.com/uc?export=view&id=1CQB2k91SIpG_Kgr6pRlqp8x_i39VnBcc{EOF}https://drive.google.com/uc?export=view&id=1xmt7xGYupseo8bPAN-qAtivpQa9Wbfnq{EOF}https://drive.google.com/uc?export=view&id=1JQUNeQoMicVGZ7Y_OZ5SCO29X1-ILBlh{EOF}https://drive.google.com/uc?export=view&id=10CsCvoBZPrgo1O0vG5FW5WjeXPsrwJtA	S	T	I	O	N	0B404qrby1	00bAQwhAZU	0bCEolc4y1	0by8QdOo70	0c53D9Sf0c			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc18a9641b6ee1ef8e68	c8c3be2d-5751-4656-b507-79b0fb4bbc47	000205242d--62a5dc18a9641b6ee1ef8e68	000205242d--62a5dbbade37523b97d736e2	f29a12f26d30a03115f9ae805e08afef	APPROVED	2022-06-12T12:29:12.671
																			
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	S	T	I	O	N	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc204ad5fb122b7dbe48	5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc204ad5fb122b7dbe48	000205242d--62a5dbbade37523b97d736e0	e627cfd2fa3359517dac394ee8cf4d5a	APPROVED	2022-06-12T12:29:20.010
																			
https://drive.google.com/uc?export=view&id=1UiJVKW6eKaJvBbw70AibxhEPbYasHtIj{EOF}https://drive.google.com/uc?export=view&id=1m-U_S4vUUJLxVLJwLYWW-4vOCp_v-74o{EOF}https://drive.google.com/uc?export=view&id=1J9ROA2nBofJtNiB_-szbNOk-RlhLePbb{EOF}https://drive.google.com/uc?export=view&id=1gaHo_tcuJejBDii1s570BfU3gXMMhQUV{EOF}https://drive.google.com/uc?export=view&id=113j2K3coaZ14aWbTWNXzwNBCNDeCzjCw	S	T	I	O	N	0AIR86r61l	00AQ59V0x5	0AX6rxbzlw	0AYQnLMz0t	0B1bj4RNvn			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc251f3bd04c694de63f	722fa609-41f0-417f-855a-c5fbcdb141d9	000205242d--62a5dc251f3bd04c694de63f	000205242d--62a5dbbade37523b97d736e1	50b2625dd007ba30a049d843f40ce400	APPROVED	2022-06-12T12:29:25.923
																			
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	S	T	I	O	N	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc26059cac0e936e847d	5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc26059cac0e936e847d	000205242d--62a5dbbade37523b97d736e0	d1f628ba9b96a827e598cd4813df68f1	APPROVED	2022-06-12T12:29:26.177
																			
https://drive.google.com/uc?export=view&id=1Cep2X2mk14EAFZBLFcPCIYzZDzrcKZB5{EOF}https://drive.google.com/uc?export=view&id=1OiP6SqQRfK139Yf-aAHrdnyoATC9k8eW{EOF}https://drive.google.com/uc?export=view&id=1HmRV61LSGyLz3G2B95cBgRLG7okKoqJi{EOF}https://drive.google.com/uc?export=view&id=1Xy7GQsaTHtfFr6J4fRPdKZr7p9jxumsa{EOF}https://drive.google.com/uc?export=view&id=1y7EuaueL0Zdqkr6b8BHxBSPXrLOC1Zld	S	T	I	O	N	0cKI1yA70w	0CY1l03pqK	0d6gNfyh40	00dGz69mS5	0Gd01A02q0			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc2be3af0f15c4b17b44	73408195-8385-41e4-a240-dc2f4d671d92	000205242d--62a5dc2be3af0f15c4b17b44	000205242d--62a5dbbade37523b97d736e3	f29a12f26d30a03115f9ae805e08afef	APPROVED	2022-06-12T12:29:31.845
																			
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	S	T	I	O	N	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc2d2474112b285f7a67	5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc2d2474112b285f7a67	000205242d--62a5dbbade37523b97d736e0	bca389563827cb72a39404bc262ebf94	APPROVED	2022-06-12T12:29:33.156
																			
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	S	T	I	O	N	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc2ef52ce9024930108c	5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc2ef52ce9024930108c	000205242d--62a5dbbade37523b97d736e0	03cfbdf98cf28a99a009005c7391ecca	APPROVED	2022-06-12T12:29:34.050
																			
https://drive.google.com/uc?export=view&id=1AIJq0HzrMSvLka8atEL3347K9L1lyzLF{EOF}https://drive.google.com/uc?export=view&id=1dDhHW2BnWril_qixTB0YK76yHk4DRr7i{EOF}https://drive.google.com/uc?export=view&id=1sE_nbXjCB3ddAfNiUS_JA5OWSY1GaOIP{EOF}https://drive.google.com/uc?export=view&id=1l9s_zolN6zv6HEM-5nledrMj-_cGdaLd{EOF}https://drive.google.com/uc?export=view&id=1g5pmtDv8VEhvVQJ7nxYCY4KKWXQaJGu3	S	T	I	O	N	0gWV9vWfy9	0h2QkCbd0R	0IMTk9Ozg4	0iop18n5tZ	0j1dZR2409			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc30111d247825e3fb08	4ad8b4c4-127a-4775-bf6f-df71225bc366	000205242d--62a5dc30111d247825e3fb08	000205242d--62a5dbbade37523b97d736e4	f29a12f26d30a03115f9ae805e08afef	APPROVED	2022-06-12T12:29:36.069
																			
https://drive.google.com/uc?export=view&id=1UiJVKW6eKaJvBbw70AibxhEPbYasHtIj{EOF}https://drive.google.com/uc?export=view&id=1m-U_S4vUUJLxVLJwLYWW-4vOCp_v-74o{EOF}https://drive.google.com/uc?export=view&id=1J9ROA2nBofJtNiB_-szbNOk-RlhLePbb{EOF}https://drive.google.com/uc?export=view&id=1gaHo_tcuJejBDii1s570BfU3gXMMhQUV{EOF}https://drive.google.com/uc?export=view&id=113j2K3coaZ14aWbTWNXzwNBCNDeCzjCw	S	T	I	O	N	0AIR86r61l	00AQ59V0x5	0AX6rxbzlw	0AYQnLMz0t	0B1bj4RNvn			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc31b86eb76a54b2ea8c	722fa609-41f0-417f-855a-c5fbcdb141d9	000205242d--62a5dc31b86eb76a54b2ea8c	000205242d--62a5dbbade37523b97d736e1	bca389563827cb72a39404bc262ebf94	APPROVED	2022-06-12T12:29:37.087
																			
https://drive.google.com/uc?export=view&id=1neaBYvjTBKg2WHJB1sS7a-BLTyl4xxDp{EOF}https://drive.google.com/uc?export=view&id=1CQB2k91SIpG_Kgr6pRlqp8x_i39VnBcc{EOF}https://drive.google.com/uc?export=view&id=1xmt7xGYupseo8bPAN-qAtivpQa9Wbfnq{EOF}https://drive.google.com/uc?export=view&id=1JQUNeQoMicVGZ7Y_OZ5SCO29X1-ILBlh{EOF}https://drive.google.com/uc?export=view&id=10CsCvoBZPrgo1O0vG5FW5WjeXPsrwJtA	S	T	I	O	N	0B404qrby1	00bAQwhAZU	0bCEolc4y1	0by8QdOo70	0c53D9Sf0c			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc3338b0a8100f39db81	c8c3be2d-5751-4656-b507-79b0fb4bbc47	000205242d--62a5dc3338b0a8100f39db81	000205242d--62a5dbbade37523b97d736e2	bca389563827cb72a39404bc262ebf94	APPROVED	2022-06-12T12:29:39.645
																			
https://drive.google.com/uc?export=view&id=1neaBYvjTBKg2WHJB1sS7a-BLTyl4xxDp{EOF}https://drive.google.com/uc?export=view&id=1CQB2k91SIpG_Kgr6pRlqp8x_i39VnBcc{EOF}https://drive.google.com/uc?export=view&id=1xmt7xGYupseo8bPAN-qAtivpQa9Wbfnq{EOF}https://drive.google.com/uc?export=view&id=1JQUNeQoMicVGZ7Y_OZ5SCO29X1-ILBlh{EOF}https://drive.google.com/uc?export=view&id=10CsCvoBZPrgo1O0vG5FW5WjeXPsrwJtA	S	T	I	O	N	0B404qrby1	00bAQwhAZU	0bCEolc4y1	0by8QdOo70	0c53D9Sf0c			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc34276629520ed8f01a	c8c3be2d-5751-4656-b507-79b0fb4bbc47	000205242d--62a5dc34276629520ed8f01a	000205242d--62a5dbbade37523b97d736e2	39a8f1bcd27030defcdd11d10c55fb6b	APPROVED	2022-06-12T12:29:40.010
																			
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	S	T	I	O	N	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc342a237669d9935dbf	5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc342a237669d9935dbf	000205242d--62a5dbbade37523b97d736e0	040267dc3213d9bb136605f74e9fd81f	APPROVED	2022-06-12T12:29:40.316
																			
https://drive.google.com/uc?export=view&id=1Cep2X2mk14EAFZBLFcPCIYzZDzrcKZB5{EOF}https://drive.google.com/uc?export=view&id=1OiP6SqQRfK139Yf-aAHrdnyoATC9k8eW{EOF}https://drive.google.com/uc?export=view&id=1HmRV61LSGyLz3G2B95cBgRLG7okKoqJi{EOF}https://drive.google.com/uc?export=view&id=1Xy7GQsaTHtfFr6J4fRPdKZr7p9jxumsa{EOF}https://drive.google.com/uc?export=view&id=1y7EuaueL0Zdqkr6b8BHxBSPXrLOC1Zld	S	T	I	O	N	0cKI1yA70w	0CY1l03pqK	0d6gNfyh40	00dGz69mS5	0Gd01A02q0			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc356c08bd0cc607a563	73408195-8385-41e4-a240-dc2f4d671d92	000205242d--62a5dc356c08bd0cc607a563	000205242d--62a5dbbade37523b97d736e3	bca389563827cb72a39404bc262ebf94	APPROVED	2022-06-12T12:29:41.572
																			
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	0a2GPKF628	0A3A28oY8H	oa40VS8789	0a4UX7rMzN	0a4Z1M65Zr	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc366327981f065a66a3	5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc366327981f065a66a3	000205242d--62a5dbbade37523b97d736e0	8ebe7c31510ba241c70778262aa3f4b3	APPROVED	2022-06-12T12:29:42.695
																			
https://drive.google.com/uc?export=view&id=1UiJVKW6eKaJvBbw70AibxhEPbYasHtIj{EOF}https://drive.google.com/uc?export=view&id=1m-U_S4vUUJLxVLJwLYWW-4vOCp_v-74o{EOF}https://drive.google.com/uc?export=view&id=1J9ROA2nBofJtNiB_-szbNOk-RlhLePbb{EOF}https://drive.google.com/uc?export=view&id=1gaHo_tcuJejBDii1s570BfU3gXMMhQUV{EOF}https://drive.google.com/uc?export=view&id=113j2K3coaZ14aWbTWNXzwNBCNDeCzjCw	S	T	I	O	N	0AIR86r61l	00AQ59V0x5	0AX6rxbzlw	0AYQnLMz0t	0B1bj4RNvn			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc3850575e7a54177ae3	722fa609-41f0-417f-855a-c5fbcdb141d9	000205242d--62a5dc3850575e7a54177ae3	000205242d--62a5dbbade37523b97d736e1	8ce1153cf03b39023278e82fcd9590de	APPROVED	2022-06-12T12:29:44.100
																			
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	S	T	I	O	N	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc3d6c08bd0cc607a5f3	5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc3d6c08bd0cc607a5f3	000205242d--62a5dbbade37523b97d736e0	f6d46f80b2375c536d58176ca853ef29	APPROVED	2022-06-12T12:29:49.691
																			
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	0a2CpKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc4016ae3d13395aef27	5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc4016ae3d13395aef27	000205242d--62a5dbbade37523b97d736e0	7f491c4793edd80937911f5b32ba05a6	APPROVED	2022-06-12T12:29:52.361
																			
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	0A2GPKF628	0A3A28OY8H	0A4OVS8789	0A4UX7RMZN	0A4Z1M65ZR	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc48cf786816578d704e	5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc48cf786816578d704e	000205242d--62a5dbbade37523b97d736e0	e2d14113ed17f80896e56da615906606	APPROVED	2022-06-12T12:30:00.048
																			
https://drive.google.com/uc?export=view&id=1UiJVKW6eKaJvBbw70AibxhEPbYasHtIj{EOF}https://drive.google.com/uc?export=view&id=1m-U_S4vUUJLxVLJwLYWW-4vOCp_v-74o{EOF}https://drive.google.com/uc?export=view&id=1J9ROA2nBofJtNiB_-szbNOk-RlhLePbb{EOF}https://drive.google.com/uc?export=view&id=1gaHo_tcuJejBDii1s570BfU3gXMMhQUV{EOF}https://drive.google.com/uc?export=view&id=113j2K3coaZ14aWbTWNXzwNBCNDeCzjCw	0a1r86r11	00aq59v0x5	0ax6rxbz1w	0ayqnlmz01	0b1b14rnvn	0AIR86r61l	00AQ59V0x5	0AX6rxbzlw	0AYQnLMz0t	0B1bj4RNvn			https://toloka.yandex.ru/task/33891373/000205242d--62a5dc4c037a7855451eeb67	722fa609-41f0-417f-855a-c5fbcdb141d9	000205242d--62a5dc4c037a7855451eeb67	000205242d--62a5dbbade37523b97d736e1	8769cf6c7b7b0224a1e7fa278357912e	APPROVED	2022-06-12T12:30:04.707
																			
