INPUT:imageURL	OUTPUT:result1	OUTPUT:result2	OUTPUT:result3	OUTPUT:result4	OUTPUT:result5	GOLDEN:result1	GOLDEN:result2	GOLDEN:result3	GOLDEN:result4	GOLDEN:result5	HINT:text	HINT:default_language	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status
https://drive.google.com/uc?export=view&id=1UiJVKW6eKaJvBbw70AibxhEPbYasHtIj{EOF}https://drive.google.com/uc?export=view&id=1m-U_S4vUUJLxVLJwLYWW-4vOCp_v-74o{EOF}https://drive.google.com/uc?export=view&id=1J9ROA2nBofJtNiB_-szbNOk-RlhLePbb{EOF}https://drive.google.com/uc?export=view&id=1gaHo_tcuJejBDii1s570BfU3gXMMhQUV{EOF}https://drive.google.com/uc?export=view&id=113j2K3coaZ14aWbTWNXzwNBCNDeCzjCw	S	T	I	O	N	0AIR86r61l	00AQ59V0x5	0AX6rxbzlw	0AYQnLMz0t	0B1bj4RNvn			722fa609-41f0-417f-855a-c5fbcdb141d9	000205242d--62a5dc3850575e7a54177ae3	8ce1153cf03b39023278e82fcd9590de	APPROVED
																
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	S	T	I	O	N	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc3d6c08bd0cc607a5f3	f6d46f80b2375c536d58176ca853ef29	APPROVED
																
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	0a2CpKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc4016ae3d13395aef27	7f491c4793edd80937911f5b32ba05a6	APPROVED
																
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	0A2GPKF628	0A3A28OY8H	0A4OVS8789	0A4UX7RMZN	0A4Z1M65ZR	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc48cf786816578d704e	e2d14113ed17f80896e56da615906606	APPROVED
																
https://drive.google.com/uc?export=view&id=1UiJVKW6eKaJvBbw70AibxhEPbYasHtIj{EOF}https://drive.google.com/uc?export=view&id=1m-U_S4vUUJLxVLJwLYWW-4vOCp_v-74o{EOF}https://drive.google.com/uc?export=view&id=1J9ROA2nBofJtNiB_-szbNOk-RlhLePbb{EOF}https://drive.google.com/uc?export=view&id=1gaHo_tcuJejBDii1s570BfU3gXMMhQUV{EOF}https://drive.google.com/uc?export=view&id=113j2K3coaZ14aWbTWNXzwNBCNDeCzjCw	0a1r86r11	00aq59v0x5	0ax6rxbz1w	0ayqnlmz01	0b1b14rnvn	0AIR86r61l	00AQ59V0x5	0AX6rxbzlw	0AYQnLMz0t	0B1bj4RNvn			722fa609-41f0-417f-855a-c5fbcdb141d9	000205242d--62a5dc4c037a7855451eeb67	8769cf6c7b7b0224a1e7fa278357912e	APPROVED
																
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	0b2GpkF628	0A3A280Y8H	543	5345	535	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc4cd5983466924f3782	5c2aac02b83da74a355aacef5e1c1f04	APPROVED
																
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	S	T	I	O	N	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc4e38b0a8100f39dbf1	12147bd376eb6211c2501b25705bd88e	APPROVED
																
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	S	T	I	O	N	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc550b8a581698931877	dae7bf8b58f6b0dbda19ea7b77020068	APPROVED
																
https://drive.google.com/uc?export=view&id=1UiJVKW6eKaJvBbw70AibxhEPbYasHtIj{EOF}https://drive.google.com/uc?export=view&id=1m-U_S4vUUJLxVLJwLYWW-4vOCp_v-74o{EOF}https://drive.google.com/uc?export=view&id=1J9ROA2nBofJtNiB_-szbNOk-RlhLePbb{EOF}https://drive.google.com/uc?export=view&id=1gaHo_tcuJejBDii1s570BfU3gXMMhQUV{EOF}https://drive.google.com/uc?export=view&id=113j2K3coaZ14aWbTWNXzwNBCNDeCzjCw	S	T	I	O	N	0AIR86r61l	00AQ59V0x5	0AX6rxbzlw	0AYQnLMz0t	0B1bj4RNvn			722fa609-41f0-417f-855a-c5fbcdb141d9	000205242d--62a5dc57f10f623a73b7ff6e	e627cfd2fa3359517dac394ee8cf4d5a	APPROVED
																
https://drive.google.com/uc?export=view&id=1E-NiaZvEQCyTh9ywSldt6fl1aJPcznyH{EOF}https://drive.google.com/uc?export=view&id=1LcWbkPqBFTf0_uiBpLS-J6iDDNkpk6i_{EOF}https://drive.google.com/uc?export=view&id=1BW6WxccFm5rD0humzcOTo3-CbRV95FGK{EOF}https://drive.google.com/uc?export=view&id=1w-5voNIElXsOLVilexPk0bam5ytX5gDk{EOF}https://drive.google.com/uc?export=view&id=11K7VM_-HbbzGNnHshgspdW-WxZOt7y2-	0b2gpkf628	0a3a28oy8h	0a40vs8789	0a4ux7rmzn	0a4z1m65zr	0a2GPKF628	0A3A28oY8H	0a4Ovs8789	0a4UX7rMzN	0a4z1M65Zr			5af0a824-9985-4615-92a2-211cf2c43b48	000205242d--62a5dc5e521e6373d2a81968	b03440411008264d4113ea36ebe2f96f	APPROVED
																
